"","width","SRR1532959","SRR1532960","SRR1532961","SRR1532962","SRR1532963","SRR1532964"
"WBGene00199370",141,0,0,0,0,0,0
"WBGene00199371",94,0,0,0,0,0,0
"WBGene00199372",106,0,0,0,0,0,0
"WBGene00199373",119,0,0,0,0,0,0
"WBGene00199374",132,0,0,0,0,0,0
"WBGene00199375",90,0,0,0,0,0,0
"WBGene00199376",118,0,0,0,0,0,0
"WBGene00199377",58,0,0,0,0,0,0
"WBGene00199378",105,0,0,0,0,0,0
"WBGene00199379",97,0,0,0,0,0,0
"WBGene00199380",146,0,0,0,0,0,0
"WBGene00199381",97,0,0,0,0,0,0
"WBGene00199382",167,0,0,0,0,0,0
"WBGene00199383",147,0,0,0,0,0,0
"WBGene00199384",209,0,0,0,0,0,0
"WBGene00199385",143,0,0,0,0,0,0
"WBGene00199386",111,0,0,0,0,0,0
"WBGene00199387",353,0,0,0,0,0,0
"WBGene00199388",75,0,0,0,0,0,0
"WBGene00199389",180,0,0,0,0,0,0
"WBGene00199390",57,0,0,0,0,0,0
"WBGene00199391",122,0,0,0,0,0,0
"WBGene00199392",144,0,0,0,0,0,0
"WBGene00199393",150,0,0,0,0,0,0
"WBGene00199394",122,0,0,0,0,0,0
"WBGene00199395",131,0,0,0,0,0,0
"WBGene00199396",175,0,0,0,0,0,0
"WBGene00199397",112,0,0,0,0,0,0
"WBGene00199398",137,0,0,0,0,0,0
"WBGene00199399",111,0,0,0,0,0,0
"WBGene00199400",137,0,0,0,0,0,0
"WBGene00199401",193,0,0,0,0,0,0
"WBGene00199402",144,0,0,0,0,0,0
"WBGene00199403",151,0,0,0,0,0,0
"WBGene00199404",198,0,0,0,0,0,0
"WBGene00199405",241,0,0,0,0,0,0
"WBGene00199406",82,0,0,0,0,0,0
"WBGene00199407",190,0,0,0,0,0,0
"WBGene00199408",149,0,0,0,0,0,0
"WBGene00199409",98,0,0,0,0,0,0
"WBGene00199410",150,0,0,0,0,0,0
"WBGene00199411",106,0,0,0,0,0,0
"WBGene00199412",148,0,0,0,0,0,0
"WBGene00199413",131,0,0,0,0,0,0
"WBGene00199414",146,0,0,0,0,0,0
"WBGene00199415",153,0,0,0,0,0,0
"WBGene00199416",82,0,0,0,0,0,0
"WBGene00199417",138,0,0,0,0,0,0
"WBGene00199418",58,0,0,0,0,0,0
"WBGene00199419",105,0,0,0,0,0,0
"WBGene00199420",225,0,0,0,0,0,0
"WBGene00199421",145,0,0,0,0,0,0
"WBGene00199422",144,0,0,0,0,0,0
"WBGene00199423",115,0,0,0,0,0,0
"WBGene00199424",83,0,0,0,0,0,0
"WBGene00199425",142,0,0,0,0,0,0
"WBGene00199426",144,0,0,0,0,0,0
"WBGene00199427",63,0,0,0,0,0,0
"WBGene00199428",144,0,0,0,0,0,0
"WBGene00199429",200,0,0,0,0,0,0
"WBGene00199430",67,0,0,0,0,0,0
"WBGene00199431",54,0,0,0,0,0,0
"WBGene00199432",111,0,0,0,0,0,0
"WBGene00199433",110,0,0,0,0,0,0
"WBGene00199434",122,0,0,0,0,0,0
"WBGene00199435",78,0,0,0,0,0,0
"WBGene00199436",96,0,0,0,0,0,0
"WBGene00199437",148,0,0,0,0,0,0
"WBGene00199438",60,0,0,0,0,0,0
"WBGene00199439",89,0,0,0,0,0,0
"WBGene00199440",220,0,0,0,0,0,0
"WBGene00199441",192,0,0,0,0,0,0
"WBGene00199442",264,0,0,0,0,0,0
"WBGene00199443",211,0,0,0,0,0,0
"WBGene00199444",135,0,0,0,0,0,0
"WBGene00199445",143,0,0,0,0,0,0
"WBGene00199446",131,0,0,0,0,0,0
"WBGene00199447",141,0,0,0,0,0,0
"WBGene00199448",141,0,0,0,0,0,0
"WBGene00199449",141,0,0,0,0,0,0
"WBGene00199450",126,0,0,0,0,0,0
"WBGene00199451",396,0,0,0,0,0,0
"WBGene00199452",83,0,0,0,0,0,0
"WBGene00199453",64,0,0,0,0,0,0
"WBGene00199454",163,0,0,0,0,0,0
"WBGene00199455",147,0,0,0,0,0,0
"WBGene00199456",224,0,0,0,0,0,0
"WBGene00199457",146,0,0,0,0,0,0
"WBGene00199458",215,0,0,0,0,0,0
"WBGene00199459",64,0,0,0,0,0,0
"WBGene00199460",207,0,0,0,0,0,0
"WBGene00199461",127,0,0,0,0,0,0
"WBGene00199462",144,0,0,0,0,0,0
"WBGene00199463",150,0,0,0,0,0,0
"WBGene00199464",143,0,0,0,0,0,0
"WBGene00199465",103,0,0,0,0,0,0
"WBGene00199466",137,0,0,0,0,0,0
"WBGene00199467",94,0,0,0,0,0,0
"WBGene00199468",107,0,0,0,0,0,0
"WBGene00199469",130,0,0,0,0,0,0
"WBGene00199470",86,0,0,0,0,0,0
"WBGene00199471",149,0,0,0,0,0,0
"WBGene00199472",225,0,0,0,0,0,0
"WBGene00199473",146,0,0,0,0,0,0
"WBGene00199474",160,0,0,0,0,0,0
"WBGene00199475",150,0,0,0,0,0,0
"WBGene00199476",147,0,0,0,0,0,0
"WBGene00199477",149,0,0,0,0,0,0
"WBGene00199478",257,0,0,0,0,0,0
"WBGene00199479",147,0,0,0,0,0,0
"WBGene00199480",220,0,0,0,0,0,0
"WBGene00199481",56,0,0,0,0,0,0
"WBGene00199482",139,0,0,0,0,0,0
"WBGene00199483",149,0,0,0,0,0,0
"WBGene00199484",77,0,0,0,0,0,0
"WBGene00199485",218,0,0,0,0,0,0
"WBGene00199486",49,0,0,0,0,0,0
"WBGene00199487",150,0,0,0,0,0,0
"WBGene00199488",368,0,0,0,0,0,0
"WBGene00199489",143,0,0,0,0,0,0
"WBGene00199490",80,0,0,0,0,0,0
"WBGene00199491",67,0,0,0,0,0,0
"WBGene00199492",84,0,0,0,0,0,0
"WBGene00199493",150,0,0,0,0,0,0
"WBGene00199494",133,0,0,0,0,0,0
"WBGene00199495",140,0,0,0,0,0,0
"WBGene00199496",107,0,0,0,0,0,0
"WBGene00199497",148,0,0,0,0,0,0
"WBGene00199498",165,0,0,0,0,0,0
"WBGene00199499",225,0,0,0,0,0,0
"WBGene00199500",141,0,0,0,0,0,0
"WBGene00199501",216,0,0,0,0,0,0
"WBGene00199502",199,0,0,0,0,0,0
"WBGene00199503",150,0,0,0,0,0,0
"WBGene00199504",379,0,0,0,0,0,0
"WBGene00199505",135,0,0,0,0,0,0
"WBGene00199506",77,0,0,0,0,0,0
"WBGene00199507",126,0,0,0,0,0,0
"WBGene00199508",66,0,0,0,0,0,0
"WBGene00199509",351,0,0,0,0,0,0
"WBGene00199510",141,0,0,0,0,0,0
"WBGene00199511",145,0,0,0,1,0,0
"WBGene00199512",123,0,0,0,0,0,0
"WBGene00199513",100,0,0,0,0,0,0
"WBGene00199514",140,0,0,0,0,0,0
"WBGene00199515",145,0,0,0,0,0,0
"WBGene00199516",149,0,0,0,0,0,0
"WBGene00199517",276,0,0,0,0,0,0
"WBGene00199518",145,0,0,0,0,0,0
"WBGene00199519",209,0,0,0,0,0,0
"WBGene00199520",81,0,0,0,0,0,0
"WBGene00199521",145,0,0,0,0,0,0
"WBGene00199522",150,0,0,0,0,0,0
"WBGene00199523",144,0,0,0,0,0,0
"WBGene00199524",123,0,0,0,0,0,0
"WBGene00199525",117,0,0,0,0,0,0
"WBGene00199526",74,0,0,0,0,0,0
"WBGene00199527",63,0,0,0,0,0,0
"WBGene00199528",84,0,0,0,0,0,0
"WBGene00199529",58,0,0,0,0,0,0
"WBGene00199530",150,0,0,0,0,0,0
"WBGene00199531",146,0,0,0,0,0,0
"WBGene00199532",138,0,0,0,0,0,0
"WBGene00199533",146,0,0,0,0,0,0
"WBGene00199534",149,0,0,0,0,0,0
"WBGene00199535",86,0,0,0,0,0,0
"WBGene00199536",132,0,0,0,0,0,0
"WBGene00199537",101,0,0,0,0,0,0
"WBGene00199538",166,0,0,0,0,0,0
"WBGene00199539",125,0,0,0,0,0,0
"WBGene00199540",149,0,0,0,0,0,0
"WBGene00199541",225,0,0,0,0,0,0
"WBGene00199542",150,0,0,0,0,0,0
"WBGene00199543",176,0,0,0,0,0,0
"WBGene00199544",70,0,0,0,0,0,0
"WBGene00199545",85,0,0,0,0,0,0
"WBGene00199546",138,0,0,0,0,0,0
"WBGene00199547",150,0,0,0,0,0,0
"WBGene00199548",58,0,0,0,0,0,0
"WBGene00199549",135,0,0,0,0,0,0
"WBGene00199550",73,0,0,0,0,0,0
"WBGene00199551",171,0,0,0,0,0,0
"WBGene00199552",92,0,0,0,0,0,0
"WBGene00199553",134,0,0,0,0,0,0
"WBGene00199554",147,0,0,0,0,0,0
"WBGene00199555",111,0,0,0,0,0,0
"WBGene00199556",95,0,0,0,0,0,0
"WBGene00199557",119,0,0,0,0,0,0
"WBGene00199558",145,0,0,0,0,0,0
"WBGene00199559",123,0,0,0,0,0,0
"WBGene00199560",150,0,0,0,0,0,0
"WBGene00199561",108,0,0,0,0,0,0
"WBGene00199562",260,0,0,0,0,0,0
"WBGene00199563",336,0,0,0,0,0,0
"WBGene00199564",53,0,0,0,0,0,0
"WBGene00199565",65,0,0,0,0,0,0
"WBGene00199566",55,0,0,0,0,0,0
"WBGene00199567",88,0,0,0,0,0,0
"WBGene00199568",205,0,0,0,0,0,0
"WBGene00199569",142,0,0,0,0,0,0
"WBGene00199570",148,0,0,0,0,0,0
"WBGene00199571",132,0,0,0,0,0,0
"WBGene00199572",122,0,0,0,0,0,0
"WBGene00199573",168,0,0,0,0,0,0
"WBGene00199574",62,0,0,0,0,0,0
"WBGene00199575",132,0,0,0,0,0,0
"WBGene00199576",86,0,0,0,0,0,0
"WBGene00199577",54,0,0,0,0,0,0
"WBGene00199578",76,0,0,0,0,0,0
"WBGene00199579",197,0,0,0,0,0,0
"WBGene00199580",65,0,0,0,0,0,0
"WBGene00199581",53,0,0,0,0,0,0
"WBGene00199582",105,0,0,0,0,0,0
"WBGene00199583",109,0,0,0,0,0,0
"WBGene00199584",139,0,0,0,0,0,0
"WBGene00199585",133,0,0,0,0,0,0
"WBGene00199586",180,0,0,0,0,0,0
"WBGene00199587",150,0,0,0,0,0,0
"WBGene00199588",129,0,0,0,0,0,0
"WBGene00199589",74,0,0,0,0,0,0
"WBGene00199590",91,0,0,0,0,0,0
"WBGene00199591",92,0,0,0,0,0,0
"WBGene00199592",54,0,0,0,0,0,0
"WBGene00199593",217,0,0,0,0,0,0
"WBGene00199594",146,0,0,0,0,0,0
"WBGene00199595",135,0,0,0,0,0,0
"WBGene00199596",61,0,0,0,0,0,0
"WBGene00199597",149,0,0,0,0,0,0
"WBGene00199598",224,0,0,0,0,0,0
"WBGene00199599",141,0,0,0,0,0,0
"WBGene00199600",97,0,0,0,0,0,0
"WBGene00199601",95,0,0,0,0,0,0
"WBGene00199602",99,0,0,0,0,0,0
"WBGene00199603",57,0,0,0,0,0,0
"WBGene00199604",133,0,0,0,0,0,0
"WBGene00199605",98,0,0,0,0,0,0
"WBGene00199606",207,0,0,0,0,0,0
"WBGene00199607",150,0,0,0,0,0,0
"WBGene00199608",133,0,0,0,0,0,0
"WBGene00199609",63,0,0,0,0,0,0
"WBGene00199610",330,0,0,0,0,0,0
"WBGene00199611",51,0,0,0,0,0,0
"WBGene00199612",89,0,0,0,0,0,0
"WBGene00199613",141,0,0,0,0,0,0
"WBGene00199614",120,0,0,0,0,0,0
"WBGene00199615",255,0,0,0,0,0,0
"WBGene00199616",90,0,0,0,0,0,0
"WBGene00199617",150,0,0,0,0,0,0
"WBGene00199618",192,0,0,0,0,0,0
"WBGene00199619",224,0,0,0,0,0,0
"WBGene00199620",150,0,0,0,0,0,0
"WBGene00199621",96,0,0,0,0,0,0
"WBGene00199622",150,0,0,0,0,0,0
"WBGene00199623",63,0,0,0,0,0,0
"WBGene00199624",225,0,0,0,0,0,0
"WBGene00199625",81,0,0,0,0,0,0
"WBGene00199626",217,0,0,0,0,0,0
"WBGene00199627",231,0,0,0,0,0,0
"WBGene00199628",107,0,0,0,0,0,0
"WBGene00199629",150,0,0,0,0,0,0
"WBGene00199630",196,0,0,0,0,0,0
"WBGene00199631",100,0,0,0,0,0,0
"WBGene00199632",252,0,0,0,0,0,0
"WBGene00199633",136,0,0,0,0,0,0
"WBGene00199634",150,0,0,0,0,0,0
"WBGene00199635",58,0,0,0,0,0,0
"WBGene00199636",123,0,0,0,0,0,0
"WBGene00199637",95,0,0,0,0,0,0
"WBGene00199638",149,0,0,0,0,0,0
"WBGene00199639",146,0,0,0,0,0,0
"WBGene00199640",137,0,0,0,0,0,0
"WBGene00199641",209,0,0,0,0,0,0
"WBGene00199642",53,0,0,0,0,0,0
"WBGene00199643",194,0,0,0,0,0,0
"WBGene00199644",197,0,0,0,0,0,0
"WBGene00199645",86,0,0,0,0,0,0
"WBGene00199646",124,0,0,0,0,0,0
"WBGene00199647",150,0,0,0,0,0,0
"WBGene00199648",160,0,0,0,0,0,0
"WBGene00199649",139,0,0,0,0,0,0
"WBGene00199650",300,0,0,0,0,0,0
"WBGene00199651",146,0,0,0,0,0,0
"WBGene00199652",223,0,0,0,0,0,0
"WBGene00199653",281,0,0,0,0,0,0
"WBGene00199654",77,0,0,0,0,0,0
"WBGene00199655",143,0,0,0,0,0,0
"WBGene00199656",139,0,0,0,0,0,0
"WBGene00199657",125,0,0,0,0,0,0
"WBGene00199658",146,0,0,0,0,0,0
"WBGene00199659",199,0,0,0,0,0,0
"WBGene00199660",135,0,0,0,0,0,0
"WBGene00199661",191,0,0,0,0,0,0
"WBGene00199662",92,0,0,0,0,0,0
"WBGene00199663",193,0,0,0,0,0,0
"WBGene00199664",112,0,0,0,0,0,0
"WBGene00199665",216,0,0,0,0,0,0
"WBGene00199666",190,0,0,0,0,0,0
"WBGene00199667",228,0,0,0,0,0,0
"WBGene00199668",62,0,0,0,0,0,0
"WBGene00199669",212,0,0,0,0,0,0
"WBGene00199670",225,0,0,0,0,0,0
"WBGene00199671",55,0,0,0,0,0,0
"WBGene00199672",340,0,0,0,0,0,0
"WBGene00199673",123,0,0,0,0,0,0
"WBGene00199674",284,0,0,0,0,0,0
"WBGene00199675",85,0,0,0,0,0,0
"WBGene00199676",209,0,0,0,0,0,0
"WBGene00199677",148,0,0,0,0,0,0
"WBGene00199678",189,0,0,0,0,0,0
"WBGene00199679",150,0,0,0,0,0,0
"WBGene00199680",133,0,0,0,0,0,0
"WBGene00199681",52,0,0,0,0,0,0
"WBGene00199682",162,0,0,0,0,0,0
"WBGene00199683",55,0,0,0,0,0,0
"WBGene00199684",146,0,0,0,0,0,0
"WBGene00199685",71,0,0,0,0,0,0
"WBGene00199686",143,0,0,0,0,0,0
"WBGene00199687",54,0,0,0,0,0,0
"WBGene00199688",64,0,0,0,0,0,0
"WBGene00199689",131,0,0,0,0,0,0
"WBGene00199690",183,0,0,0,0,0,0
"WBGene00199691",95,0,0,0,0,0,0
"WBGene00199692",218,0,0,0,0,0,0
"WBGene00199693",145,0,0,0,0,0,0
"WBGene00199694",77,0,0,0,0,0,0
"WBGene00199695",207,0,0,0,0,0,0
"WBGene00199696",64,0,0,0,0,0,0
"WBGene00199697",110,0,0,0,0,0,0
"WBGene00199698",150,0,0,0,0,0,0
"WBGene00199699",150,0,0,0,0,0,0
"WBGene00199700",208,0,0,0,0,0,0
"WBGene00199701",150,0,0,0,0,0,0
"WBGene00199702",64,0,0,0,0,0,0
"WBGene00199703",148,0,0,0,0,0,0
"WBGene00199704",223,0,0,0,0,0,0
"WBGene00199705",79,0,0,0,0,0,0
"WBGene00199706",129,0,0,0,0,0,0
"WBGene00199707",92,0,0,0,0,0,0
"WBGene00199708",115,0,0,0,0,0,0
"WBGene00199709",145,0,0,0,0,0,0
"WBGene00199710",142,0,0,0,0,0,0
"WBGene00199711",142,0,0,0,0,0,0
"WBGene00199712",129,0,0,0,0,0,0
"WBGene00199713",96,0,0,0,0,0,0
"WBGene00199714",127,0,0,0,0,0,0
"WBGene00199715",137,0,0,0,0,0,0
"WBGene00199716",143,0,0,0,0,0,0
"WBGene00199717",185,0,0,0,0,0,0
"WBGene00199718",68,0,0,0,0,0,0
"WBGene00199719",151,0,0,0,0,0,0
"WBGene00199720",150,0,0,0,0,0,0
"WBGene00199721",59,0,0,0,0,0,0
"WBGene00199722",92,0,0,0,0,0,0
"WBGene00199723",83,0,0,0,0,0,0
"WBGene00199724",80,0,0,0,0,0,0
"WBGene00199725",225,0,0,0,0,0,0
"WBGene00199726",149,0,0,0,0,0,0
"WBGene00199727",153,0,0,0,0,0,0
"WBGene00199728",142,0,0,0,0,0,0
"WBGene00199729",123,0,0,0,0,0,0
"WBGene00199730",300,0,0,0,0,0,0
"WBGene00199731",75,0,0,0,0,0,0
"WBGene00199732",63,0,0,0,0,0,0
"WBGene00199733",58,0,0,0,0,0,0
"WBGene00199734",223,0,0,0,0,0,0
"WBGene00199735",140,0,0,0,0,0,0
"WBGene00199736",160,0,0,0,0,0,0
"WBGene00199737",144,0,0,0,0,0,0
"WBGene00199738",128,0,0,0,0,0,0
"WBGene00199739",141,0,0,0,0,0,0
"WBGene00199740",131,0,0,0,0,0,0
"WBGene00199741",137,0,0,0,0,0,0
"WBGene00199742",135,0,0,0,0,0,0
"WBGene00199743",57,0,0,0,0,0,0
"WBGene00199744",68,0,0,0,0,0,0
"WBGene00199745",55,0,0,0,0,0,0
"WBGene00199746",139,0,0,0,0,0,0
"WBGene00199747",87,0,0,0,0,0,0
"WBGene00199748",134,0,0,0,0,0,0
"WBGene00199749",51,0,0,0,0,0,0
"WBGene00199750",148,0,0,0,0,0,0
"WBGene00199751",189,0,0,0,0,0,0
"WBGene00199752",215,0,0,0,0,0,0
"WBGene00199753",138,0,0,0,0,0,0
"WBGene00199754",127,0,0,0,0,0,0
"WBGene00199755",98,0,0,0,0,0,0
"WBGene00199756",149,0,0,0,0,0,0
"WBGene00199757",150,0,0,0,0,0,0
"WBGene00199758",134,0,0,0,0,0,0
"WBGene00199759",148,0,0,0,0,0,0
"WBGene00199760",100,0,0,0,0,0,0
"WBGene00199761",147,0,0,0,0,0,0
"WBGene00199762",106,0,0,0,0,0,0
"WBGene00199763",135,0,0,0,0,0,0
"WBGene00199764",208,0,0,0,0,0,0
"WBGene00199765",144,0,0,0,0,0,0
"WBGene00199766",203,0,0,0,0,0,0
"WBGene00199767",53,0,0,0,0,0,0
"WBGene00199768",184,0,0,0,0,0,0
"WBGene00199769",148,0,0,0,0,0,0
"WBGene00199770",143,0,0,0,0,0,0
"WBGene00199771",150,0,0,0,0,0,0
"WBGene00199772",275,0,0,0,0,0,0
"WBGene00199773",109,0,0,0,0,0,0
"WBGene00199774",56,0,0,0,0,0,0
"WBGene00199775",66,0,0,0,0,0,0
"WBGene00199776",215,0,0,0,0,0,0
"WBGene00199777",355,0,0,0,0,0,0
"WBGene00199778",127,0,0,0,0,0,0
"WBGene00199779",131,0,0,0,0,0,0
"WBGene00199780",81,0,0,0,0,0,0
"WBGene00199781",149,0,0,0,0,0,0
"WBGene00199782",147,0,0,0,0,0,0
"WBGene00199783",145,0,0,0,0,0,0
"WBGene00199784",144,0,0,0,0,0,0
"WBGene00199785",219,0,0,0,0,0,0
"WBGene00199786",130,0,0,0,0,0,0
"WBGene00199787",129,0,0,0,0,0,0
"WBGene00199788",57,0,0,0,0,0,0
"WBGene00199789",148,0,0,0,0,0,0
"WBGene00199790",157,0,0,0,0,0,0
"WBGene00199791",169,0,0,0,0,0,0
"WBGene00199792",91,0,0,0,0,0,0
"WBGene00199793",82,0,0,0,0,0,0
"WBGene00199794",414,0,0,0,0,0,0
"WBGene00199795",364,0,0,0,0,0,0
"WBGene00199796",93,0,0,0,0,0,0
"WBGene00199797",150,0,0,0,0,0,0
"WBGene00199798",87,0,0,0,0,0,0
"WBGene00199799",67,0,0,0,0,0,0
"WBGene00199800",135,0,0,0,0,0,0
"WBGene00199801",81,0,0,0,0,0,0
"WBGene00199802",150,0,0,0,0,0,0
"WBGene00199803",137,0,0,0,0,0,0
"WBGene00199804",101,0,0,0,0,0,0
"WBGene00199805",144,0,0,0,0,0,0
"WBGene00199806",348,0,0,0,0,0,0
"WBGene00199807",132,0,0,0,0,0,0
"WBGene00199808",121,0,0,0,0,0,0
"WBGene00199809",204,0,0,0,0,0,0
"WBGene00199810",430,0,0,0,0,0,0
"WBGene00199811",210,0,0,0,0,0,0
"WBGene00199812",213,0,0,0,0,0,0
"WBGene00199813",53,0,0,0,0,0,0
"WBGene00199814",207,0,0,0,0,0,0
"WBGene00199815",125,0,0,0,0,0,0
"WBGene00199816",215,0,0,0,0,0,0
"WBGene00199817",140,0,0,0,0,0,0
"WBGene00199818",89,0,0,0,0,0,0
"WBGene00199819",118,0,0,0,0,0,0
"WBGene00199820",86,0,0,0,0,0,0
"WBGene00199821",61,0,0,0,0,0,0
"WBGene00199822",133,0,0,0,0,0,0
"WBGene00199823",199,0,0,0,0,0,0
"WBGene00199824",150,0,0,0,0,0,0
"WBGene00199825",125,0,0,0,0,0,0
"WBGene00199826",53,0,0,0,0,0,0
"WBGene00199827",150,0,0,0,0,0,0
"WBGene00199828",81,0,0,0,0,0,0
"WBGene00199829",144,0,0,0,0,0,0
"WBGene00199830",141,0,0,0,0,0,0
"WBGene00199831",144,0,0,0,0,0,0
"WBGene00199832",116,0,0,0,0,0,0
"WBGene00199833",270,0,0,0,0,0,0
"WBGene00199834",60,0,0,0,0,0,0
"WBGene00199835",207,0,0,0,0,0,0
"WBGene00199836",150,0,0,0,0,0,0
"WBGene00199837",122,0,0,0,0,0,0
"WBGene00199838",51,0,0,0,0,0,0
"WBGene00199839",148,0,0,0,0,0,0
"WBGene00199840",219,0,0,0,0,0,0
"WBGene00199841",87,0,0,0,0,0,0
"WBGene00199842",122,0,0,0,0,0,0
"WBGene00199843",113,0,0,0,0,0,0
"WBGene00199844",150,0,0,0,0,0,0
"WBGene00199845",67,0,0,0,0,0,0
"WBGene00199846",134,0,0,0,0,0,0
"WBGene00199847",199,0,0,0,0,0,0
"WBGene00199848",114,0,0,0,0,0,0
"WBGene00199849",144,0,0,0,0,0,0
"WBGene00199850",150,0,0,0,0,0,0
"WBGene00199851",149,0,0,0,0,0,0
"WBGene00199852",57,0,0,0,0,0,0
"WBGene00199853",131,0,0,0,0,0,0
"WBGene00199854",51,0,0,0,0,0,0
"WBGene00199855",142,0,0,0,0,0,0
"WBGene00199856",283,0,0,0,0,0,0
"WBGene00199857",124,0,0,0,0,0,0
"WBGene00199858",354,0,0,0,0,0,0
"WBGene00199859",128,0,0,0,0,0,0
"WBGene00199860",103,0,0,0,0,0,0
"WBGene00199861",150,0,0,0,0,0,0
"WBGene00199862",82,0,0,0,0,0,0
"WBGene00199863",70,0,0,0,0,0,0
"WBGene00199864",139,0,0,0,0,0,0
"WBGene00199865",131,0,0,0,0,0,0
"WBGene00199866",157,0,0,0,0,0,0
"WBGene00199867",133,0,0,0,0,0,0
"WBGene00199868",106,0,0,0,0,0,0
"WBGene00199869",147,0,0,0,0,0,0
"WBGene00199870",93,0,0,0,0,0,0
"WBGene00199871",417,0,0,0,0,0,0
"WBGene00199872",70,0,0,0,0,0,0
"WBGene00199873",80,0,0,2,0,1,0
"WBGene00199874",54,0,0,0,0,0,0
"WBGene00199875",76,0,0,0,0,0,0
"WBGene00199876",199,0,0,0,0,0,0
"WBGene00199877",140,0,0,0,0,0,0
"WBGene00199878",127,0,0,0,0,0,0
"WBGene00199879",54,0,0,0,0,0,0
"WBGene00199880",150,0,0,0,0,0,0
"WBGene00199881",184,0,0,0,0,0,0
"WBGene00199882",91,0,0,0,0,0,0
"WBGene00199883",360,0,0,0,0,0,0
"WBGene00199884",148,0,0,0,0,0,0
"WBGene00199885",132,0,0,0,0,0,0
"WBGene00199886",90,0,0,0,0,0,0
"WBGene00199887",76,0,0,0,0,0,0
"WBGene00199888",51,0,0,0,0,0,0
"WBGene00199889",115,0,0,0,0,0,0
"WBGene00199890",129,0,0,0,0,0,0
"WBGene00199891",148,0,0,0,0,0,0
"WBGene00199892",74,0,0,0,0,0,0
"WBGene00199893",185,0,0,0,0,0,0
"WBGene00199894",147,0,0,0,0,0,0
"WBGene00199895",145,0,0,0,0,0,0
"WBGene00199896",279,0,0,0,0,0,0
"WBGene00199897",499,0,0,0,0,0,0
"WBGene00199898",149,0,0,0,0,0,0
"WBGene00199899",221,0,0,0,0,0,0
"WBGene00199900",146,0,0,0,0,0,0
"WBGene00199901",150,0,0,0,0,0,0
"WBGene00199902",140,0,0,0,0,0,0
"WBGene00199903",100,0,0,0,0,0,0
"WBGene00199904",73,0,0,0,0,0,0
"WBGene00199905",214,0,0,0,0,0,0
"WBGene00199906",67,0,0,0,0,0,0
"WBGene00199907",92,0,0,0,0,0,0
"WBGene00199908",182,0,0,0,0,0,0
"WBGene00199909",143,0,0,0,0,0,0
"WBGene00199910",97,0,0,0,0,0,0
"WBGene00199911",142,0,0,0,0,0,0
"WBGene00199912",150,0,0,0,0,0,0
"WBGene00199913",149,0,0,0,0,0,0
"WBGene00199914",166,0,0,0,0,0,0
"WBGene00199915",62,0,0,0,0,0,0
"WBGene00199916",86,0,0,0,0,0,0
"WBGene00199917",209,0,0,0,0,0,0
"WBGene00199918",46,0,0,0,0,0,0
"WBGene00199919",149,0,0,0,0,0,0
"WBGene00199920",60,0,0,0,0,0,0
"WBGene00199921",145,0,0,0,0,0,0
"WBGene00199922",247,0,0,0,0,0,0
"WBGene00199923",193,0,0,0,0,0,0
"WBGene00199924",46,0,0,0,0,0,0
"WBGene00199925",68,0,0,0,0,0,0
"WBGene00199926",285,0,0,0,0,0,0
"WBGene00199927",52,0,0,0,0,0,0
"WBGene00199928",150,0,0,0,0,0,0
"WBGene00199929",61,0,0,0,0,0,0
"WBGene00199930",102,0,0,0,0,0,0
"WBGene00199931",66,0,0,0,0,0,0
"WBGene00199932",259,0,0,0,0,0,0
"WBGene00199933",48,0,0,0,0,0,0
"WBGene00199934",87,0,0,0,0,0,0
"WBGene00199935",77,0,0,0,0,0,0
"WBGene00199936",84,0,0,0,0,0,0
"WBGene00199937",136,0,0,0,0,0,0
"WBGene00199938",135,0,0,0,0,0,0
"WBGene00199939",153,0,0,0,0,0,0
"WBGene00199940",192,0,0,0,0,0,0
"WBGene00199941",57,0,0,0,0,0,0
"WBGene00199942",137,0,0,0,0,0,0
"WBGene00199943",90,0,0,0,0,0,0
"WBGene00199944",200,0,0,0,0,0,0
"WBGene00199945",107,0,0,0,0,0,0
"WBGene00199946",91,0,0,0,0,0,0
"WBGene00199947",346,0,0,0,0,0,0
"WBGene00199948",76,0,0,0,0,0,0
"WBGene00199949",222,0,0,0,0,0,0
"WBGene00199950",139,0,0,0,0,0,0
"WBGene00199951",58,0,0,0,0,0,0
"WBGene00199952",121,0,0,0,0,0,0
"WBGene00199953",145,0,0,0,0,0,0
"WBGene00199954",134,0,0,0,0,0,0
"WBGene00199955",117,0,0,0,0,0,0
"WBGene00199956",121,0,0,0,0,0,0
"WBGene00199957",93,0,0,0,0,0,0
"WBGene00199958",125,0,0,0,0,0,0
"WBGene00199959",145,0,0,0,0,0,0
"WBGene00199960",127,0,0,0,0,0,0
"WBGene00199961",207,0,0,0,0,0,0
"WBGene00199962",51,0,0,0,0,0,0
"WBGene00199963",54,0,0,0,0,0,0
"WBGene00199964",146,0,0,0,0,0,0
"WBGene00199965",90,0,0,0,0,0,0
"WBGene00199966",129,0,0,0,0,0,0
"WBGene00199967",51,0,0,0,0,0,0
"WBGene00199968",142,0,0,0,0,0,0
"WBGene00199969",52,0,0,0,0,0,0
"WBGene00199970",137,0,0,0,0,0,0
"WBGene00199971",141,0,0,0,0,0,0
"WBGene00199972",148,0,0,0,0,0,0
"WBGene00199973",182,0,0,0,0,0,0
"WBGene00199974",124,0,0,0,0,0,0
"WBGene00199975",132,0,0,0,0,0,0
